	-14.1561        	0
	-14.1358        	0
	-14.1156        	0
	-14.0954        	0
	-14.0751        	0
	-14.0549        	0
	-14.0347        	0
	-14.0144        	0
	-13.9942        	0
 	-13.974        	0
	-13.9537        	0
	-13.9335        	0
	-13.9133        	0
 	-13.893        	0
	-13.8728        	0
	-13.8526        	0
	-13.8323        	0
	-13.8121        	0
	-13.7919        	0
	-13.7716        	0
	-13.7514        	0
	-13.7312        	0
	-13.7109        	0
	-13.6907        	0
	-13.6705        	0
	-13.6502        	0
  	-13.63        	0
	-13.6098        	0
	-13.5895        	0
	-13.5693        	0
	-13.5491        	0
	-13.5288        	0
	-13.5086        	0
	-13.4884        	0
	-13.4681        	0
	-13.4479        	0
	-13.4277        	0
	-13.4074        	0
	-13.3872        	0
 	-13.367        	0
	-13.3467        	0
	-13.3265        	0
	-13.3063        	0
 	-13.286        	0
	-13.2658        	0
	-13.2456        	0
	-13.2253        	0
	-13.2051        	0
	-13.1849        	0
	-13.1646        	0
	-13.1444        	0
	-13.1242        	0
	-13.1039        	0
	-13.0837        	0
	-13.0635        	0
	-13.0432        	0
 	-13.023        	0
	-13.0028        	0
	-12.9825        	0
	-12.9623        	0
	-12.9421        	0
	-12.9218        	0
	-12.9016        	0
	-12.8814        	0
	-12.8611        	0
	-12.8409        	0
	-12.8207        	0
	-12.8004        	0
	-12.7802        	0
  	-12.76        	0
	-12.7397        	0
	-12.7195        	0
	-12.6993        	0
 	-12.679        	0
	-12.6588        	0
	-12.6386        	0
	-12.6183        	0
	-12.5981        	0
	-12.5779        	0
	-12.5576        	0
	-12.5374        	0
	-12.5172        	0
	-12.4969        	0
	-12.4767        	0
	-12.4565        	0
	-12.4362        	0
 	-12.416        	0
	-12.3958        	0
	-12.3755        	0
	-12.3553        	0
	-12.3351        	0
	-12.3148   	0.0001
	-12.2946   	0.0187
	-12.2744   	0.0689
	-12.2541   	0.1304
	-12.2339   	0.1228
	-12.2137   	0.1416
	-12.1934   	0.1616
	-12.1732   	0.1826
 	-12.153   	0.2045
	-12.1327   	0.2212
	-12.1125   	0.2307
	-12.0923   	0.2357
 	-12.072   	0.2474
	-12.0518   	0.2603
	-12.0316   	0.2734
	-12.0113   	0.2868
	-11.9911   	0.3005
	-11.9709   	0.3144
	-11.9506   	0.3286
	-11.9304   	0.3352
	-11.9102   	0.3449
	-11.8899   	0.3546
	-11.8697   	0.3643
	-11.8494   	0.3738
	-11.8292   	0.3838
 	-11.809   	0.3944
	-11.7887   	0.4055
	-11.7685    	0.417
	-11.7483   	0.4287
 	-11.728   	0.4406
	-11.7078   	0.4525
	-11.6876   	0.4636
	-11.6673   	0.4732
	-11.6471   	0.4823
	-11.6269    	0.493
	-11.6066   	0.5038
	-11.5864   	0.5148
	-11.5662    	0.526
	-11.5459   	0.5373
	-11.5257   	0.5488
	-11.5055   	0.5606
	-11.4852   	0.5728
 	-11.465   	0.5852
	-11.4448   	0.5979
	-11.4245   	0.6107
	-11.4043   	0.6237
	-11.3841   	0.6369
	-11.3638   	0.6507
	-11.3436    	0.665
	-11.3234   	0.6795
	-11.3031   	0.6945
	-11.2829   	0.7102
	-11.2627   	0.7264
	-11.2424   	0.7432
	-11.2222   	0.7603
 	-11.202   	0.7778
	-11.1817   	0.7958
	-11.1615   	0.8141
	-11.1413   	0.8333
 	-11.121   	0.8533
	-11.1008   	0.8739
	-11.0806   	0.8952
	-11.0603   	0.9181
	-11.0401    	0.946
	-11.0199   	0.9767
	-10.9996   	1.0088
	-10.9794   	1.0428
